"","species","stock","brood.yr","spawners","recruits","lat","long","region","entry.yr","era","sst1","sst2","sst3"
"1658","Chum","N AKPen",1982,267500,235553,56.46,159.68,"EBS",1983,"1",0.781266421,0.781266421,1.135152021
"1659","Chum","N AKPen",1983,199100,316846,56.46,159.68,"EBS",1984,"1",0.611739294,0.611739294,0.584841248
"1660","Chum","N AKPen",1984,409300,358890,56.46,159.68,"EBS",1985,"1",-0.326279984,-0.326279984,-1.045491387
"1661","Chum","N AKPen",1985,123900,233550,56.46,159.68,"EBS",1986,"1",-0.20042346,-0.20042346,-0.957183205
"1662","Chum","N AKPen",1986,77900,211141,56.46,159.68,"EBS",1987,"1",0.869377335,0.869377335,0.703153927
"1663","Chum","N AKPen",1987,161400,210038,56.46,159.68,"EBS",1988,"1",0.764485236,0.764485236,0.588755018
"1664","Chum","N AKPen",1988,144100,373284,56.46,159.68,"EBS",1989,"2",0.117675088,0.117675088,0.300482213
"1665","Chum","N AKPen",1989,102300,269963,56.46,159.68,"EBS",1990,"2",0.06243615,0.06243615,0.213802052
"1666","Chum","N AKPen",1990,115600,274458,56.46,159.68,"EBS",1991,"2",0.303615444,0.303615444,0.518452345
"1667","Chum","N AKPen",1991,81500,420388,56.46,159.68,"EBS",1992,"2",-0.098130849,-0.098130849,-0.102878802
"1668","Chum","N AKPen",1992,136400,496625,56.46,159.68,"EBS",1993,"2",0.462040131,0.462040131,0.541702154
"1669","Chum","N AKPen",1993,183400,212169,56.46,159.68,"EBS",1994,"2",0.580160995,0.580160995,-0.019830846
"1670","Chum","N AKPen",1994,230800,417887,56.46,159.68,"EBS",1995,"2",0.275876353,0.275876353,0.470669919
"1671","Chum","N AKPen",1995,347800,341720,56.46,159.68,"EBS",1996,"2",0.386490042,0.386490042,-0.046268451
"1672","Chum","N AKPen",1996,436400,401987,56.46,159.68,"EBS",1997,"2",0.680932142,0.680932142,1.514244289
"1673","Chum","N AKPen",1997,161000,347197,56.46,159.68,"EBS",1998,"2",0.57228564,0.57228564,0.635156179
"1674","Chum","N AKPen",1998,380400,292001,56.46,159.68,"EBS",1999,"2",-0.846887579,-0.846887579,-0.716697386
"1675","Chum","N AKPen",1999,299500,236838,56.46,159.68,"EBS",2000,"2",-0.207353045,-0.207353045,-0.07329166
"1676","Chum","N AKPen",2000,338900,147830,56.46,159.68,"EBS",2001,"2",1.016497565,1.016497565,0.545350036
"1677","Chum","N AKPen",2001,285900,112590,56.46,159.68,"EBS",2002,"2",0.814897211,0.814897211,1.29381691
"1678","Chum","N AKPen",2002,262800,474913,56.46,159.68,"EBS",2003,"2",1.31209459,1.31209459,1.076209918
"1679","Chum","N AKPen",2003,214660,328337,56.46,159.68,"EBS",2004,"2",0.600447919,0.600447919,0.819127075
"1680","Chum","N AKPen",2004,139350,301761,56.46,159.68,"EBS",2005,"2",1.31294716,1.31294716,1.644353467
"1681","Chum","N AKPen",2005,103675,205956,56.46,159.68,"EBS",2006,"2",0.131485231,0.131485231,0.284347993
"1682","Chum","N AKPen",2006,382583,265303,56.46,159.68,"EBS",2007,"2",-0.06306244,-0.06306244,0.401675055
"1683","Chum","N AKPen",2007,243334,161336,56.46,159.68,"EBS",2008,"2",-0.636793577,-0.636793577,-0.444596666
"1684","Sockeye","Alagnak",1960,1240530,448154,58.85,158.5,"EBS",1962,"1",-0.722241324,-0.727661287,-0.70051997
"1685","Sockeye","Alagnak",1961,90036,294559,58.85,158.5,"EBS",1963,"1",-0.581119639,-0.801235226,-0.520634149
"1686","Sockeye","Alagnak",1962,90630,252129,58.85,158.5,"EBS",1964,"1",-0.55821938,-0.374473153,-0.794431372
"1687","Sockeye","Alagnak",1963,203304,414873,58.85,158.5,"EBS",1965,"1",-0.587648204,-0.564202676,-0.973714131
"1688","Sockeye","Alagnak",1964,248700,381900,58.85,158.5,"EBS",1966,"1",-0.433472338,-0.806314366,-0.197370098
"1689","Sockeye","Alagnak",1965,175020,259729,58.85,158.5,"EBS",1967,"1",-0.061351468,-0.442121451,0.522056904
"1690","Sockeye","Alagnak",1966,174336,565584,58.85,158.5,"EBS",1968,"1",-0.024958838,0.324812029,0.122806881
"1691","Sockeye","Alagnak",1967,202626,389349,58.85,158.5,"EBS",1969,"1",-0.070301137,-0.290269336,-0.121455698
"1692","Sockeye","Alagnak",1968,193872,249192,58.85,158.5,"EBS",1970,"1",-0.288432779,0.086597774,-0.960056591
"1693","Sockeye","Alagnak",1969,182490,180185,58.85,158.5,"EBS",1971,"1",-0.891471955,-0.093506373,-1.746946271
"1694","Sockeye","Alagnak",1970,177060,145642,58.85,158.5,"EBS",1972,"1",-1.223647802,-1.398560274,-1.462538132
"1695","Sockeye","Alagnak",1971,187302,324752,58.85,158.5,"EBS",1973,"1",-0.859562707,-1.389654612,-0.400077878
"1696","Sockeye","Alagnak",1972,151188,124168,58.85,158.5,"EBS",1974,"1",-0.45112598,-0.539928664,-0.026604218
"1697","Sockeye","Alagnak",1973,35280,512940,58.85,158.5,"EBS",1975,"1",-0.593934907,-0.123962428,-1.014428278
"1698","Sockeye","Alagnak",1974,214848,2290909,58.85,158.5,"EBS",1976,"1",-0.571239725,-0.894951353,-0.554873448
"1699","Sockeye","Alagnak",1975,100480,1022274,58.85,158.5,"EBS",1977,"1",-0.13377298,-0.676487645,0.298442216
"1700","Sockeye","Alagnak",1976,81822,344709,58.85,158.5,"EBS",1978,"1",0.250241859,0.210595475,-0.354069722
"1701","Sockeye","Alagnak",1977,108911,1002659,58.85,158.5,"EBS",1979,"1",0.22264526,0.204185724,0.069060721
"1702","Sockeye","Alagnak",1978,584970,2175018,58.85,158.5,"EBS",1980,"1",0.199612335,0.680170087,-0.710209535
"1703","Sockeye","Alagnak",1979,750210,2108944,58.85,158.5,"EBS",1981,"1",-0.048956784,-0.715720363,0.250425458
"1704","Sockeye","Alagnak",1980,759645,649461,58.85,158.5,"EBS",1982,"1",0.096589593,0.683587011,-0.940269284
"1705","Sockeye","Alagnak",1981,209636,1189250,58.85,158.5,"EBS",1983,"1",0.092363232,-1.049896285,1.028881194
"1706","Sockeye","Alagnak",1982,610215,783215,58.85,158.5,"EBS",1984,"1",0.55031005,0.778738059,0.07604139
"1707","Sockeye","Alagnak",1983,245361,519999,58.85,158.5,"EBS",1985,"1",0.095097453,0.551729735,-1.06034941
"1708","Sockeye","Alagnak",1984,549194,2395855,58.85,158.5,"EBS",1986,"1",0.040320673,-0.321212986,-0.642172682
"1709","Sockeye","Alagnak",1985,300977,1782638,58.85,158.5,"EBS",1987,"1",0.400443663,0.215769075,0.784874384
"1710","Sockeye","Alagnak",1986,586959,2129631,58.85,158.5,"EBS",1988,"1",0.553731307,0.687834784,0.666314182
"1711","Sockeye","Alagnak",1987,393236,843196,58.85,158.5,"EBS",1989,"2",0.337229544,0.688538614,0.296914944
"1712","Sockeye","Alagnak",1988,496307,1376837,58.85,158.5,"EBS",1990,"2",0.067660461,0.157473187,0.315986576
"1713","Sockeye","Alagnak",1989,501738,2796371,58.85,158.5,"EBS",1991,"2",0.169877803,0.056581418,0.462589177
"1714","Sockeye","Alagnak",1990,430338,1532335,58.85,158.5,"EBS",1992,"2",0.183174926,0.421604763,-0.102672103
"1715","Sockeye","Alagnak",1991,707852,3402940,58.85,158.5,"EBS",1993,"2",0.340132502,-0.196384111,0.300008903
"1716","Sockeye","Alagnak",1992,577940,226603,58.85,158.5,"EBS",1994,"2",0.372645567,0.476029385,0.101272389
"1717","Sockeye","Alagnak",1993,887336,1523485,58.85,158.5,"EBS",1995,"2",0.35862861,0.21119256,0.411804481
"1718","Sockeye","Alagnak",1994,618464,1585492,58.85,158.5,"EBS",1996,"2",0.25955934,0.193208978,0.234710033
"1719","Sockeye","Alagnak",1995,550068,3989777,58.85,158.5,"EBS",1997,"2",0.384019251,0.015561529,1.275158567
"1720","Sockeye","Alagnak",1996,782213,1549878,58.85,158.5,"EBS",1998,"2",0.263537068,0.310152884,0.34041025
"1721","Sockeye","Alagnak",1997,556193,1467972,58.85,158.5,"EBS",1999,"2",-0.109137383,0.680427413,-0.582865997
"1722","Sockeye","Alagnak",1998,643110,2851140,58.85,158.5,"EBS",2000,"2",-0.067000459,-0.940128409,-0.039298385
"1723","Sockeye","Alagnak",1999,1182180,3790191,58.85,158.5,"EBS",2001,"2",0.426597441,0.117683135,0.692450006
"1724","Sockeye","Alagnak",2000,1150815,9915981,58.85,158.5,"EBS",2002,"2",0.945081344,0.662030911,1.280033782
"1725","Sockeye","Alagnak",2001,680850,1464957,58.85,158.5,"EBS",2003,"2",0.92408632,1.104256288,0.91178852
"1726","Sockeye","Alagnak",2002,766962,3234177,58.85,158.5,"EBS",2004,"2",0.911767681,1.09730246,0.915104217
"1727","Sockeye","Alagnak",2003,3676146,6387177,58.85,158.5,"EBS",2005,"2",0.568050543,0.299045416,1.361229927
"1728","Sockeye","Alagnak",2004,5396592,2548096,58.85,158.5,"EBS",2006,"2",0.418166599,1.06874593,0.449849099
"1729","Sockeye","Alagnak",2005,4218990,2899649,58.85,158.5,"EBS",2007,"2",-0.077414296,0.120217182,0.341647448
"1730","Sockeye","Alagnak",2006,1773966,2520964,58.85,158.5,"EBS",2008,"2",-0.312938518,0.113512723,-0.209713858
"1731","Sockeye","Ayakulik",1966,66057,137384,57.2,154.54,"GOA",1968,"1",-0.205541452,0.045747236,-0.21046869
"1732","Sockeye","Ayakulik",1967,227089,148402,57.2,154.54,"GOA",1969,"1",-0.085444924,-0.13027434,-0.641805388
"1733","Sockeye","Ayakulik",1968,220850,262665,57.2,154.54,"GOA",1970,"1",-0.379692653,-0.314249853,-1.705939422
"1734","Sockeye","Ayakulik",1969,71160,105523,57.2,154.54,"GOA",1971,"1",-1.082427048,0.103978191,-1.852357581
"1735","Sockeye","Ayakulik",1970,33863,39429,57.2,154.54,"GOA",1972,"1",-1.604645238,-1.687546989,-1.233983284
"1736","Sockeye","Ayakulik",1971,109174,288753,57.2,154.54,"GOA",1973,"1",-1.338094993,-1.866687739,-0.344764053
"1737","Sockeye","Ayakulik",1972,113733,564194,57.2,154.54,"GOA",1974,"1",-0.741694284,-1.054200687,-1.050635702
"1738","Sockeye","Ayakulik",1973,119993,330221,57.2,154.54,"GOA",1975,"1",-0.735746778,-0.299649939,-1.022667312
"1739","Sockeye","Ayakulik",1974,181631,449570,57.2,154.54,"GOA",1976,"1",-0.577360364,-1.005590816,0.312600798
"1740","Sockeye","Ayakulik",1975,94517,463563,57.2,154.54,"GOA",1977,"1",-0.112520102,-0.675896233,-0.218969593
"1741","Sockeye","Ayakulik",1976,219047,836328,57.2,154.54,"GOA",1978,"1",0.172344081,0.674019278,0.011006765
"1742","Sockeye","Ayakulik",1977,306982,287349,57.2,154.54,"GOA",1979,"1",0.074109401,-0.331509544,-0.411283963
"1743","Sockeye","Ayakulik",1978,132864,122273,57.2,154.54,"GOA",1980,"1",0.232613127,0.556975339,0.658956749
"1744","Sockeye","Ayakulik",1979,222270,254511,57.2,154.54,"GOA",1981,"1",0.051118866,-0.424994862,-0.567853774
"1745","Sockeye","Ayakulik",1980,774328,1152537,57.2,154.54,"GOA",1982,"1",0.211793985,0.75941859,0.357810354
"1746","Sockeye","Ayakulik",1981,279200,1091984,57.2,154.54,"GOA",1983,"1",0.284606726,-1.025355347,1.199949219
"1747","Sockeye","Ayakulik",1982,169678,240476,57.2,154.54,"GOA",1984,"1",0.831899788,0.837226546,-0.357366381
"1748","Sockeye","Ayakulik",1983,171415,382085,57.2,154.54,"GOA",1985,"1",0.34127883,1.182296855,-0.930189776
"1749","Sockeye","Ayakulik",1984,283215,604316,57.2,154.54,"GOA",1986,"1",0.129962678,-0.533040694,-0.229008331
"1750","Sockeye","Ayakulik",1985,388759,1786779,57.2,154.54,"GOA",1987,"1",0.451685895,0.019760715,0.211719993
"1751","Sockeye","Ayakulik",1986,318135,1730211,57.2,154.54,"GOA",1988,"1",0.424442222,0.750254627,0.168148691
"1752","Sockeye","Ayakulik",1987,261913,1015566,57.2,154.54,"GOA",1989,"2",0.222229811,0.400854262,0.288594102
"1753","Sockeye","Ayakulik",1988,291774,325535,57.2,154.54,"GOA",1990,"2",-0.023299442,0.118023036,-0.174310904
"1754","Sockeye","Ayakulik",1989,768101,752667,57.2,154.54,"GOA",1991,"2",-0.075871014,-0.01638037,-0.250468619
"1755","Sockeye","Ayakulik",1990,371282,600475,57.2,154.54,"GOA",1992,"2",-0.101596097,-0.183872104,0.488905905
"1756","Sockeye","Ayakulik",1991,384859,1265306,57.2,154.54,"GOA",1993,"2",0.281242036,-0.222655311,0.457886214
"1757","Sockeye","Ayakulik",1992,344184,582035,57.2,154.54,"GOA",1994,"2",0.197199198,0.557848766,-0.123513923
"1758","Sockeye","Ayakulik",1993,286170,772671,57.2,154.54,"GOA",1995,"2",-0.015634342,0.129304585,0.254398001
"1759","Sockeye","Ayakulik",1994,380181,1454921,57.2,154.54,"GOA",1996,"2",-0.081409054,-0.271403744,1.30752573
"1760","Sockeye","Ayakulik",1995,317832,683795,57.2,154.54,"GOA",1997,"2",0.516480948,-0.021486635,0.795969741
"1761","Sockeye","Ayakulik",1996,337155,482559,57.2,154.54,"GOA",1998,"2",0.522219913,0.834272699,-0.611058907
"1762","Sockeye","Ayakulik",1997,308214,91802,57.2,154.54,"GOA",1999,"2",-0.014026723,0.700194272,-0.282953333
"1763","Sockeye","Ayakulik",1998,427208,212288,57.2,154.54,"GOA",2000,"2",-0.173757924,-0.873439149,0.37167909
"1764","Sockeye","Ayakulik",1999,295717,474025,57.2,154.54,"GOA",2001,"2",0.077823453,-0.258670257,0.563882545
"1765","Sockeye","Ayakulik",2000,208651,291390,57.2,154.54,"GOA",2002,"2",0.648494942,0.566984776,0.796926564
"1766","Sockeye","Ayakulik",2001,218892,194605,57.2,154.54,"GOA",2003,"2",0.693108154,0.488718289,1.097144538
"1767","Sockeye","Ayakulik",2002,229292,313392,57.2,154.54,"GOA",2004,"2",0.846844632,1.020552457,1.780179163
"1768","Sockeye","Ayakulik",2003,197892,23352,57.2,154.54,"GOA",2005,"2",0.52194712,0.383714589,0.63638679
"1769","Sockeye","Ayakulik",2004,275238,298131,57.2,154.54,"GOA",2006,"2",0.104717015,0.941861977,-0.042779498
"1770","Sockeye","Ayakulik",2005,251906,491729,57.2,154.54,"GOA",2007,"2",-0.496457019,-0.268539551,-0.383805357
"1771","Sockeye","Ayakulik",2006,87780,420593,57.2,154.54,"GOA",2008,"2",-0.692176032,-0.5268099,-0.238089115
"1772","Sockeye","Ayakulik",2007,283042,636871,57.2,154.54,"GOA",2009,"2",-0.431882085,-0.694955869,-0.280450309
"1773","Sockeye","Ayakulik",2008,162888,353426,57.2,154.54,"GOA",2010,"2",-0.166219322,-0.540439639,-0.239028613
"1774","Sockeye","Black",1960,251567,774756,56.28,158.64,"GOA",1962,"1",-0.342592217,-0.31910137,-0.43414273
"1775","Sockeye","Black",1961,140714,571645,56.28,158.64,"GOA",1963,"1",-0.157255028,-0.506607415,-0.472870063
"1776","Sockeye","Black",1962,167602,693473,56.28,158.64,"GOA",1964,"1",-0.357475873,0.128557797,-1.003391511
"1777","Sockeye","Black",1963,332536,698703,56.28,158.64,"GOA",1965,"1",-0.638003885,-0.431006993,-1.28153656
"1778","Sockeye","Black",1964,137073,755726,56.28,158.64,"GOA",1966,"1",-0.653223272,-0.89094274,-0.424174988
"1779","Sockeye","Black",1965,307192,1948144,56.28,158.64,"GOA",1967,"1",-0.273692035,-0.702405021,0.479474642
"1780","Sockeye","Black",1966,383545,1303566,56.28,158.64,"GOA",1968,"1",-0.196958684,0.105773578,0.216693549
"1781","Sockeye","Black",1967,328000,240647,56.28,158.64,"GOA",1969,"1",-0.079457326,-0.225672842,-0.478898798
"1782","Sockeye","Black",1968,342343,1210286,56.28,158.64,"GOA",1970,"1",-0.330701971,-0.206229974,-1.181914818
"1783","Sockeye","Black",1969,366589,477879,56.28,158.64,"GOA",1971,"1",-1.071456733,0.110513643,-2.06901231
"1784","Sockeye","Black",1970,536257,446681,56.28,158.64,"GOA",1972,"1",-1.560862865,-1.709664723,-1.494923268
"1785","Sockeye","Black",1971,671668,1382632,56.28,158.64,"GOA",1973,"1",-1.276466932,-1.777947989,-0.738135631
"1786","Sockeye","Black",1972,326320,912950,56.28,158.64,"GOA",1974,"1",-0.700121369,-1.000672002,-0.507759381
"1787","Sockeye","Black",1973,538462,1243252,56.28,158.64,"GOA",1975,"1",-0.73917873,-0.298689611,-1.272810175
"1788","Sockeye","Black",1974,364603,630065,56.28,158.64,"GOA",1976,"1",-0.628140572,-1.057781304,-0.422906304
"1789","Sockeye","Black",1975,326563,361227,56.28,158.64,"GOA",1977,"1",-0.132858312,-0.773077065,0.276229044
"1790","Sockeye","Black",1976,553754,1242186,56.28,158.64,"GOA",1978,"1",0.23280534,0.497177113,-0.29265084
"1791","Sockeye","Black",1977,364557,2181473,56.28,158.64,"GOA",1979,"1",0.167333175,-0.128715014,0.076211179
"1792","Sockeye","Black",1978,419732,1087183,56.28,158.64,"GOA",1980,"1",0.282048986,0.713251109,-0.092574374
"1793","Sockeye","Black",1979,491467,3347752,56.28,158.64,"GOA",1981,"1",0.050192183,-0.286046791,0.361211221
"1794","Sockeye","Black",1980,369580,1726624,56.28,158.64,"GOA",1982,"1",0.165683927,0.738015343,-0.598987264
"1795","Sockeye","Black",1981,570210,1910702,56.28,158.64,"GOA",1983,"1",0.235848818,-0.936967213,1.055057929
"1796","Sockeye","Black",1982,616117,2250490,56.28,158.64,"GOA",1984,"1",0.769913173,0.812239578,0.436340948
"1797","Sockeye","Black",1983,426178,592498,56.28,158.64,"GOA",1985,"1",0.351118227,1.101580056,-1.003793183
"1798","Sockeye","Black",1984,597713,714564,56.28,158.64,"GOA",1986,"1",0.203237304,-0.282722511,-0.574153085
"1799","Sockeye","Black",1985,376578,796956,56.28,158.64,"GOA",1987,"1",0.474551602,0.142074163,0.159382994
"1800","Sockeye","Black",1986,557772,2413027,56.28,158.64,"GOA",1988,"1",0.373908762,0.721467046,0.134367724
"1801","Sockeye","Black",1987,589299,1462807,56.28,158.64,"GOA",1989,"2",0.153742539,0.339959759,0.140197846
"1802","Sockeye","Black",1988,420580,1642109,56.28,158.64,"GOA",1990,"2",-0.020685167,0.030297982,0.106714464
"1803","Sockeye","Black",1989,384001,1682141,56.28,158.64,"GOA",1991,"2",0.018758914,0.011166248,-0.178885808
"1804","Sockeye","Black",1990,434550,1485849,56.28,158.64,"GOA",1992,"2",0.019197624,-0.001046354,0.253040559
"1805","Sockeye","Black",1991,662660,1571079,56.28,158.64,"GOA",1993,"2",0.397462145,-0.150576383,0.669365809
"1806","Sockeye","Black",1992,360681,959184,56.28,158.64,"GOA",1994,"2",0.318543033,0.685380914,0.126561322
"1807","Sockeye","Black",1993,364261,941762,56.28,158.64,"GOA",1995,"2",0.190897833,0.297123921,0.050197022
"1808","Sockeye","Black",1994,769465,2041293,56.28,158.64,"GOA",1996,"2",0.121059867,-0.026374525,0.889666557
"1809","Sockeye","Black",1995,366496,2061132,56.28,158.64,"GOA",1997,"2",0.601150672,0.255741532,1.300000986
"1810","Sockeye","Black",1996,464748,1646125,56.28,158.64,"GOA",1998,"2",0.503298539,0.786966703,-0.008390689
"1811","Sockeye","Black",1997,396668,781890,56.28,158.64,"GOA",1999,"2",-0.059783202,0.680161196,-0.678225083
"1812","Sockeye","Black",1998,410659,875212,56.28,158.64,"GOA",2000,"2",-0.140813014,-0.722503386,0.296927461
"1813","Sockeye","Black",1999,457424,995315,56.28,158.64,"GOA",2001,"2",0.176694016,-0.215776593,0.678876505
"1814","Sockeye","Black",2000,536139,1581986,56.28,158.64,"GOA",2002,"2",0.7450884,0.663129202,0.843155015
"1815","Sockeye","Black",2001,744015,875274,56.28,158.64,"GOA",2003,"2",0.795714067,0.714972585,0.997988517
"1816","Sockeye","Black",2002,384088,380224,56.28,158.64,"GOA",2004,"2",0.939830824,1.098405902,1.43320389
"1817","Sockeye","Black",2003,350004,691350,56.28,158.64,"GOA",2005,"2",0.607488708,0.442578005,1.354929709
"1818","Sockeye","Black",2004,363800,919792,56.28,158.64,"GOA",2006,"2",0.198674522,1.017918096,0.065950316
"1819","Sockeye","Black",2005,355091,1505934,56.28,158.64,"GOA",2007,"2",-0.426484506,-0.15915567,-0.174214112
"1820","Sockeye","Black",2006,366497,3239005,56.28,158.64,"GOA",2008,"2",-0.698547998,-0.41812531,-0.485147638
"1821","Sockeye","Bowron",1960,3506,17733,49.12,123.06,"South",1962,"1",0.423080191,0.351329576,0.641938485
"1822","Sockeye","Bowron",1961,3675,28148,49.12,123.06,"South",1963,"1",0.804064812,0.894744648,0.728167506
"1823","Sockeye","Bowron",1962,3219,21327,49.12,123.06,"South",1964,"1",0.793347476,0.540127835,-1.146581355
"1824","Sockeye","Bowron",1963,11467,214316,49.12,123.06,"South",1965,"1",-0.441137404,-0.470134913,-1.013213648
"1825","Sockeye","Bowron",1964,690,27507,49.12,123.06,"South",1966,"1",-0.479706571,-0.357101392,-0.060930581
"1826","Sockeye","Bowron",1965,1170,17849,49.12,123.06,"South",1967,"1",-0.319688272,-0.06836215,-1.139540015
"1827","Sockeye","Bowron",1966,1151,22249,49.12,123.06,"South",1968,"1",-0.108423965,-0.144804175,-1.199222285
"1828","Sockeye","Bowron",1967,13991,206494,49.12,123.06,"South",1969,"1",-0.855499826,-0.769951047,-1.69503248
"1829","Sockeye","Bowron",1968,1710,43543,49.12,123.06,"South",1970,"1",-0.584470648,-0.815647526,-0.469899171
"1830","Sockeye","Bowron",1969,1936,17211,49.12,123.06,"South",1971,"1",-1.027470979,-0.950557177,-1.586692849
"1831","Sockeye","Bowron",1970,497,16197,49.12,123.06,"South",1972,"1",-1.342976102,-1.196814841,-1.191584667
"1832","Sockeye","Bowron",1971,10761,124507,49.12,123.06,"South",1973,"1",-1.024957348,-1.017192575,-0.240780534
"1833","Sockeye","Bowron",1972,1969,16971,49.12,123.06,"South",1974,"1",-0.959073066,-0.883215247,-0.581028135
"1834","Sockeye","Bowron",1973,2012,10662,49.12,123.06,"South",1975,"1",-0.71570921,-0.77744733,-0.843582087
"1835","Sockeye","Bowron",1974,1046,17431,49.12,123.06,"South",1976,"1",-0.993469415,-0.911929938,-1.009005292
"1836","Sockeye","Bowron",1975,14735,122498,49.12,123.06,"South",1977,"1",-0.262723126,-0.285210319,-0.536458588
"1837","Sockeye","Bowron",1976,1069,7112,49.12,123.06,"South",1978,"1",0.09550377,0.150254403,0.595870459
"1838","Sockeye","Bowron",1977,1214,15396,49.12,123.06,"South",1979,"1",-0.115947536,0.051153818,-0.371666217
"1839","Sockeye","Bowron",1978,1678,40627,49.12,123.06,"South",1980,"1",0.079371271,-0.083209815,0.283974088
"1840","Sockeye","Bowron",1979,16178,29984,49.12,123.06,"South",1981,"1",0.055240161,-0.103211647,0.323809555
"1841","Sockeye","Bowron",1980,1376,45170,49.12,123.06,"South",1982,"1",-0.241137637,-0.291360569,-0.685958299
"1842","Sockeye","Bowron",1981,562,16532,49.12,123.06,"South",1983,"1",-0.080297811,0.080352683,1.570549375
"1843","Sockeye","Bowron",1982,990,5277,49.12,123.06,"South",1984,"1",0.603836498,0.261686156,0.031967304
"1844","Sockeye","Bowron",1983,3484,38149,49.12,123.06,"South",1985,"1",-0.36024351,-0.472589721,-0.243892988
"1845","Sockeye","Bowron",1984,4909,50603,49.12,123.06,"South",1986,"1",-0.631273737,-0.608374342,-0.084569015
"1846","Sockeye","Bowron",1985,3030,19177,49.12,123.06,"South",1987,"1",0.025506079,-0.163321071,0.975239452
"1847","Sockeye","Bowron",1986,1396,21198,49.12,123.06,"South",1988,"1",0.097603472,-0.134008224,0.05166969
"1848","Sockeye","Bowron",1987,5660,22592,49.12,123.06,"South",1989,"2",-0.378808382,-0.158048822,0.199392602
"1849","Sockeye","Bowron",1988,7405,13050,49.12,123.06,"South",1990,"2",0.038798537,0.249793406,0.326360472
"1850","Sockeye","Bowron",1989,1367,12842,49.12,123.06,"South",1991,"2",0.039479085,-0.044793147,0.150570683
"1851","Sockeye","Bowron",1990,5065,31130,49.12,123.06,"South",1992,"2",0.137517569,0.171595776,1.887405246
"1852","Sockeye","Bowron",1991,2460,48739,49.12,123.06,"South",1993,"2",0.667889268,0.666306899,1.241538964
"1853","Sockeye","Bowron",1992,1117,12883,49.12,123.06,"South",1994,"2",0.593041047,0.70772039,1.106964216
"1854","Sockeye","Bowron",1993,592,20467,49.12,123.06,"South",1995,"2",0.787317045,0.944172177,1.244462333
"1855","Sockeye","Bowron",1994,1845,10849,49.12,123.06,"South",1996,"2",0.889717064,0.649388869,0.876106914
"1856","Sockeye","Bowron",1995,13467,27391,49.12,123.06,"South",1997,"2",0.189126445,0.519338995,0.323329144
"1857","Sockeye","Bowron",1996,4055,26776,49.12,123.06,"South",1998,"2",1.482732416,1.25654668,2.04568098
"1858","Sockeye","Bowron",1997,2119,5024,49.12,123.06,"South",1999,"2",0.794089411,0.394960072,-0.513939395
"1859","Sockeye","Bowron",1998,2830,17001,49.12,123.06,"South",2000,"2",-0.292131799,-0.207499113,0.721596932
"1860","Sockeye","Bowron",1999,3295,19734,49.12,123.06,"South",2001,"2",0.144461749,-0.025859379,-0.125193173
"1861","Sockeye","Bowron",2000,6720,25283,49.12,123.06,"South",2002,"2",-0.370217586,-0.383080355,-0.794639784
"1862","Sockeye","Bowron",2001,2752,6825,49.12,123.06,"South",2003,"2",0.122993007,0.267028109,0.900182463
"1863","Sockeye","Bowron",2002,4505,7674,49.12,123.06,"South",2004,"2",0.820276523,0.866988399,1.490818761
"1864","Sockeye","Bowron",2003,3038,3792,49.12,123.06,"South",2005,"2",0.750562856,0.704231692,0.802949509
"1865","Sockeye","Bowron",2004,458,6079,49.12,123.06,"South",2006,"2",0.544938987,0.384291633,-0.109136354
"1866","Sockeye","Bowron",2005,866,2251,49.12,123.06,"South",2007,"2",-0.124140893,-0.057120438,-0.275639653
"1867","Sockeye","Bowron",2006,636,17412,49.12,123.06,"South",2008,"2",-0.527668596,-0.781017389,-1.42990033
"1868","Sockeye","Chignik",1960,357230,382423,56.28,158.64,"GOA",1962,"1",-0.342592217,-0.31910137,-0.390155481
"1869","Sockeye","Chignik",1961,254970,544458,56.28,158.64,"GOA",1963,"1",-0.157255028,-0.506607415,-0.601197567
"1870","Sockeye","Chignik",1962,324860,813689,56.28,158.64,"GOA",1964,"1",-0.357475873,0.128557797,-1.208164868
"1871","Sockeye","Chignik",1963,200314,424937,56.28,158.64,"GOA",1965,"1",-0.638003885,-0.431006993,-1.09672372
"1872","Sockeye","Chignik",1964,166625,250233,56.28,158.64,"GOA",1966,"1",-0.653223272,-0.89094274,-0.045276857
"1873","Sockeye","Chignik",1965,163151,964359,56.28,158.64,"GOA",1967,"1",-0.273692035,-0.702405021,0.487600782
"1874","Sockeye","Chignik",1966,183525,757845,56.28,158.64,"GOA",1968,"1",-0.196958684,0.105773578,-0.037077482
"1875","Sockeye","Chignik",1967,189000,569188,56.28,158.64,"GOA",1969,"1",-0.079457326,-0.225672842,-0.56566847
"1876","Sockeye","Chignik",1968,244836,742226,56.28,158.64,"GOA",1970,"1",-0.330701971,-0.206229974,-1.630243684
"1877","Sockeye","Chignik",1969,132055,816992,56.28,158.64,"GOA",1971,"1",-1.071456733,0.110513643,-1.914701213
"1878","Sockeye","Chignik",1970,119952,636444,56.28,158.64,"GOA",1972,"1",-1.560862865,-1.709664723,-1.306154212
"1879","Sockeye","Chignik",1971,232501,2279880,56.28,158.64,"GOA",1973,"1",-1.276466932,-1.777947989,-0.458161003
"1880","Sockeye","Chignik",1972,231270,1059136,56.28,158.64,"GOA",1974,"1",-0.700121369,-1.000672002,-0.895366841
